Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates
30599,4/7/12 6:56 PM,Saturday,Auto,Bicycle,,Alewife Brook Pky,MATIGNON RD," Alewife Brook Pky & MATIGNON RD Cambridge, MA",42.40261,-71.134446,"(42.40261, -71.134446)"
30604,4/9/12 11:04 PM,Monday,Auto,Bicycle,,MAIN ST,Portland St," MAIN ST & Portland St Cambridge, MA",42.362974,-71.093634,"(42.362974, -71.093634)"
30612,4/13/12 12:00 PM,,Auto,Bicycle,,Portland St,Hampshire St," Portland St & Hampshire St Cambridge, MA",42.366295,-71.091782,"(42.366295, -71.091782)"
30616,4/13/12 9:00 AM,,Auto,Bicycle,24,ELIOT ST,,"24 ELIOT ST Cambridge, MA",42.371721,-71.121246,"(42.371721, -71.121246)"
30628,4/19/12 5:29 PM,,Auto,Bicycle,,Gore St,SEVENTH ST," Gore St & SEVENTH ST Cambridge, MA",42.372557,-71.085138,"(42.372557, -71.085138)"
30633,4/20/12 1:27 PM,Friday,Auto,Bicycle,1617,Massachusetts Ave,,"1617 Massachusetts Ave Cambridge, MA",42.380355,-71.119452,"(42.380355, -71.119452)"
30644,4/20/12 4:14 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,STATE ST," Massachusetts Ave & STATE ST Cambridge, MA",42.362647,-71.099069,"(42.362647, -71.099069)"
30653,4/24/12 9:59 AM,Tuesday,Auto,Bicycle,332,Broadway,,"332 Broadway Cambridge, MA",42.369444,-71.102336,"(42.369444, -71.102336)"
30655,4/21/12 3:56 PM,Saturday,Auto,Bicycle,,Broadway,QUINCY ST," Broadway & QUINCY ST Cambridge, MA",42.374832,-71.114477,"(42.374832, -71.114477)"
30668,4/27/12 7:12 PM,Friday,Auto,Bicycle,,JFK St,MEMORIAL DR," JFK St & MEMORIAL DR Cambridge, MA",42.369792,-71.122448,"(42.369792, -71.122448)"
30677,4/29/12 10:14 AM,Sunday,Auto,Bicycle,,Cambridge St,PARKER ST," Cambridge St & PARKER ST Cambridge, MA",,,
30689,4/26/12 2:48 PM,Thursday,Auto,Bicycle,,MAGAZINE ST,GRANITE ST," MAGAZINE ST & GRANITE ST Cambridge, MA",42.356865,-71.113557,"(42.356865, -71.113557)"
30693,5/3/12 5:04 PM,Thursday,Auto,Bicycle,1414,Cambridge St,,"1414 Cambridge St Cambridge, MA",42.373728,-71.101571,"(42.373728, -71.101571)"
30706,5/5/12 3:04 PM,Saturday,Auto,Bicycle,,Concord Ave,Craigie St," Concord Ave & Craigie St Cambridge, MA",42.379415,-71.125713,"(42.379415, -71.125713)"
30707,5/6/12 2:00 PM,Sunday,Auto,Bicycle,44,JFK St,MOUNT AUBURN ST,"44 JFK St Cambridge, MA",42.37238,-71.120156,"(42.37238, -71.120156)"
30714,5/7/12 4:30 PM,Monday,Auto,Bicycle,2,University Pl,MOUNT AUBURN PL,"2 University Pl Cambridge, MA",,,
30715,5/7/12 5:00 PM,Monday,Auto,Bicycle,,HURON AVE,Appleton St," HURON AVE & Appleton St Cambridge, MA",42.381521,-71.134102,"(42.381521, -71.134102)"
30723,5/9/12 10:25 AM,Wednesday,Auto,Bicycle,,Portland St,Hampshire St," Portland St & Hampshire St Cambridge, MA",42.366295,-71.091782,"(42.366295, -71.091782)"
30737,5/10/12 11:35 AM,Thursday,Taxi,Bicycle,16,GARDEN ST,,"16 GARDEN ST Cambridge, MA",42.377301,-71.12322,"(42.377301, -71.12322)"
30746,5/14/12 8:49 AM,Monday,Auto,Bicycle,,MOUNT AUBURN ST,Aberdeen Ct," MOUNT AUBURN ST & Aberdeen Ct Cambridge, MA",42.375274,-71.145841,"(42.375274, -71.145841)"
30747,5/14/12 9:14 AM,Monday,Auto,Bicycle,,Cambridge St,Sixth St," Cambridge St & Sixth St Cambridge, MA",42.371655,-71.08479,"(42.371655, -71.08479)"
30749,5/14/12 12:00 PM,Monday,Auto,Bicycle,,Third St,Kendall Sq," Third St & Kendall Sq Cambridge, MA",42.363934,-71.083405,"(42.363934, -71.083405)"
30756,5/16/12 8:32 AM,Wednesday,Auto,Bicycle,292,Cambridge St,,"292 Cambridge St Cambridge, MA",42.371047,-71.080799,"(42.371047, -71.080799)"
30758,5/16/12 2:39 PM,Wednesday,Auto,Bicycle,2032,Massachusetts Ave,,"2032 Massachusetts Ave Cambridge, MA",42.390704,-71.122163,"(42.390704, -71.122163)"
30763,5/17/12 8:39 AM,Thursday,Auto,Bicycle,,Massachusetts Ave,LINNAEAN ST," Massachusetts Ave & LINNAEAN ST Cambridge, MA",42.384872,-71.119394,"(42.384872, -71.119394)"
30765,5/17/12 1:16 PM,Thursday,Auto,Bicycle,,PLYMPTON ST,MOUNT AUBURN ST," PLYMPTON ST & MOUNT AUBURN ST Cambridge, MA",42.371412,-71.117053,"(42.371412, -71.117053)"
30768,4/27/12 11:35 AM,Friday,Auto,Bicycle,,MAIN ST,Broadway," MAIN ST & Broadway Cambridge, MA",42.362071,-71.082667,"(42.362071, -71.082667)"
30773,5/18/12 7:05 AM,Friday,Van,Bicycle,1008,Massachusetts Ave,,"1008 Massachusetts Ave Cambridge, MA",42.369244,-71.111345,"(42.369244, -71.111345)"
30776,5/18/12 6:01 PM,Friday,Auto,Bicycle,119,Hampshire St,,"119 Hampshire St Cambridge, MA",42.369954,-71.096061,"(42.369954, -71.096061)"
30781,5/19/12 1:15 PM,Saturday,Auto,Bicycle,77,Massachusetts Ave,,"77 Massachusetts Ave Cambridge, MA",42.359128,-71.093339,"(42.359128, -71.093339)"
30793,5/18/12 6:30 PM,Friday,Bicycle,Auto,,Norfolk St,Broadway," Norfolk St & Broadway Cambridge, MA",42.36852,-71.099001,"(42.36852, -71.099001)"
30800,5/23/12 8:28 AM,Wednesday,Auto,Bicycle,,Hampshire St,Portland St," Hampshire St & Portland St Cambridge, MA",42.366295,-71.091782,"(42.366295, -71.091782)"
30803,5/23/12 8:29 PM,Wednesday,Auto,Bicycle,1432,Massachusetts Ave,,"1432 Massachusetts Ave Cambridge, MA",42.374087,-71.119074,"(42.374087, -71.119074)"
30807,5/24/12 5:58 PM,Thursday,Auto,Bicycle,,QUINCY ST,KIRKLAND ST," QUINCY ST & KIRKLAND ST Cambridge, MA",42.376636,-71.114081,"(42.376636, -71.114081)"
30808,5/24/12 6:01 PM,Thursday,Auto,Bicycle,1001,Cambridge St,,"1001 Cambridge St Cambridge, MA",42.373039,-71.093565,"(42.373039, -71.093565)"
30813,5/25/12 8:15 AM,Friday,Auto,Bicycle,,Columbia St,Cambridge St," Columbia St & Cambridge St Cambridge, MA",42.372912,-71.094512,"(42.372912, -71.094512)"
30829,5/31/12 7:19 AM,Thursday,Auto,Bicycle,,Cambridge St,FULKERSON ST," Cambridge St & FULKERSON ST Cambridge, MA",42.37192,-71.086872,"(42.37192, -71.086872)"
30830,5/21/12 2:19 PM,Monday,Auto,Bicycle,,MAIN ST,Windsor St," MAIN ST & Windsor St Cambridge, MA",42.363207,-71.0967,"(42.363207, -71.0967)"
30835,5/30/12 11:39 AM,Wednesday,Auto,Bicycle,,GARDEN ST,Berkeley St," GARDEN ST & Berkeley St Cambridge, MA",42.377655,-71.123165,"(42.377655, -71.123165)"
30837,5/31/12 8:15 AM,Thursday,Auto,Bicycle,,HURON AVE,FAYERWEATHER ST," HURON AVE & FAYERWEATHER ST Cambridge, MA",42.381305,-71.137337,"(42.381305, -71.137337)"
30840,5/31/12 4:09 PM,Thursday,Auto,Bicycle,,MAIN ST,Vassar St," MAIN ST & Vassar St Cambridge, MA",42.362709,-71.089933,"(42.362709, -71.089933)"
30842,5/31/12 9:50 PM,Thursday,Taxi,Bicycle,581,Massachusetts Ave,,"581 Massachusetts Ave Cambridge, MA",42.365007,-71.102735,"(42.365007, -71.102735)"
30843,6/1/12 6:33 AM,Friday,Auto,Bicycle,,MOUNT AUBURN ST,HOMER AVE," MOUNT AUBURN ST & HOMER AVE Cambridge, MA",42.374967,-71.148015,"(42.374967, -71.148015)"
30849,6/1/12 5:49 PM,Friday,Auto,Bicycle,2501,Massachusetts Ave,,"2501 Massachusetts Ave Cambridge, MA",42.399482,-71.132359,"(42.399482, -71.132359)"
30873,6/6/12 12:00 AM,Wednesday,Auto,Bicycle,,Bay St,GREEN ST," Bay St & GREEN ST Cambridge, MA",42.368307,-71.110738,"(42.368307, -71.110738)"
30879,6/7/12 5:35 PM,Thursday,Auto,Bicycle,1673,Cambridge St,Thorndike St,"1673 Cambridge St Cambridge, MA",42.375155,-71.110852,"(42.375155, -71.110852)"
30881,6/7/12 8:17 PM,Thursday,Auto,Bicycle,16,PRESCOTT ST,,"16 PRESCOTT ST Cambridge, MA",42.373239,-71.113737,"(42.373239, -71.113737)"
30884,6/8/12 3:29 PM,Friday,Truck,Bicycle,,Second St,Charles St," Second St & Charles St Cambridge, MA",42.367444,-71.079382,"(42.367444, -71.079382)"
30888,6/9/12 2:12 PM,Saturday,Auto,Bicycle,,Franklin St,Bay St," Franklin St & Bay St Cambridge, MA",42.367757,-71.111097,"(42.367757, -71.111097)"
30892,6/10/12 6:53 PM,Sunday,Auto,Bicycle,1621,Cambridge St,,"1621 Cambridge St Cambridge, MA",42.374873,-71.109046,"(42.374873, -71.109046)"
30896,6/11/12 6:24 PM,Monday,Auto,Bicycle,23,Bishop Allen Dr,,"23 Bishop Allen Dr Cambridge, MA",42.363951,-71.098964,"(42.363951, -71.098964)"
30910,6/14/12 8:23 PM,Thursday,Auto,Bicycle,260,HARVARD ST,,"260 HARVARD ST Cambridge, MA",42.368342,-71.102218,"(42.368342, -71.102218)"
30911,6/14/12 9:30 PM,Thursday,Taxi,Bicycle,,Broadway,Third St," Broadway & Third St Cambridge, MA",42.362667,-71.084325,"(42.362667, -71.084325)"
30922,6/18/12 6:49 PM,Monday,Taxi,Bicycle,,Broadway,Ames St," Broadway & Ames St Cambridge, MA",42.363981,-71.087416,"(42.363981, -71.087416)"
30927,6/20/12 5:41 PM,Wednesday,Auto,Bicycle,,Massachusetts Ave,HANCOCK ST," Massachusetts Ave & HANCOCK ST Cambridge, MA",42.36838,-71.108783,"(42.36838, -71.108783)"
30935,6/22/12 3:40 PM,Friday,Auto,Bicycle,,Massachusetts Ave,EVERETT ST," Massachusetts Ave & EVERETT ST Cambridge, MA",42.380006,-71.119917,"(42.380006, -71.119917)"
30947,6/26/12 11:20 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,LINNAEAN ST," Massachusetts Ave & LINNAEAN ST Cambridge, MA",42.384872,-71.119394,"(42.384872, -71.119394)"
30957,6/28/12 3:04 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,PLEASANT ST," Massachusetts Ave & PLEASANT ST Cambridge, MA",42.366408,-71.105392,"(42.366408, -71.105392)"
30961,6/29/12 8:49 PM,Friday,Auto,Bicycle,14,Chauncy St,,"14 Chauncy St Cambridge, MA",42.37961,-71.122055,"(42.37961, -71.122055)"
30967,6/29/12 5:45 PM,,Auto,Bicycle,26,GARDEN ST,,"26 GARDEN ST Cambridge, MA",42.378143,-71.123817,"(42.378143, -71.123817)"
30979,7/3/12 8:00 AM,,Auto,Bicycle,,Cambridge St,SUMNER RD," Cambridge St & SUMNER RD Cambridge, MA",42.375266,-71.112729,"(42.375266, -71.112729)"
30980,7/3/12 3:00 PM,,Auto,Bicycle,5,Dewolfe St,,"5 Dewolfe St Cambridge, MA",42.371035,-71.116169,"(42.371035, -71.116169)"
30982,7/3/12 6:04 PM,,Auto,Bicycle,,Columbia St,Broadway," Columbia St & Broadway Cambridge, MA",42.367871,-71.09736,"(42.367871, -71.09736)"
30999,7/10/12 7:50 AM,,Auto,Bicycle,,MAIN ST,Portland St," MAIN ST & Portland St Cambridge, MA",42.362974,-71.093634,"(42.362974, -71.093634)"
31002,7/11/12 7:06 AM,,Bicycle,Miscellaneous,,Massachusetts Ave,RICHARD AVE," Massachusetts Ave & RICHARD AVE Cambridge, MA",42.39995,-71.133778,"(42.39995, -71.133778)"
31005,7/11/12 2:00 PM,,Auto,Bicycle,,Cambridge St,QUINCY ST," Cambridge St & QUINCY ST Cambridge, MA",42.375474,-71.114321,"(42.375474, -71.114321)"
31017,7/14/12 3:42 PM,Saturday,Auto,Bicycle,,Inman St,West Pl," Inman St & West Pl Cambridge, MA",42.369969,-71.10389,"(42.369969, -71.10389)"
31020,7/16/12 8:19 AM,Monday,Auto,Bicycle,,Brattle St,LONGFELLOW BRDG," Brattle St & LONGFELLOW BRDG Cambridge, MA",,,
31033,7/19/12 8:39 PM,Thursday,Auto,Bicycle,,Columbia St,MAIN ST," Columbia St & MAIN ST Cambridge, MA",42.363446,-71.0998,"(42.363446, -71.0998)"
31036,7/19/12 6:05 PM,Thursday,Auto,Bicycle,,Hampshire St,PORTSMOUTH ST," Hampshire St & PORTSMOUTH ST Cambridge, MA",42.368423,-71.094372,"(42.368423, -71.094372)"
31048,7/24/12 7:12 PM,Tuesday,Auto,Bicycle,2055,Massachusetts Ave,,"2055 Massachusetts Ave Cambridge, MA",42.391393,-71.122276,"(42.391393, -71.122276)"
31053,7/25/12 3:49 PM,Wednesday,Auto,Bicycle,,Dewolfe St,GRANITE ST," Dewolfe St & GRANITE ST Cambridge, MA",42.369895,-71.116822,"(42.369895, -71.116822)"
31055,7/26/12 1:09 PM,Thursday,Auto,Bicycle,,GARDEN ST,HURON AVE," GARDEN ST & HURON AVE Cambridge, MA",42.383868,-71.129312,"(42.383868, -71.129312)"
31072,7/29/12 11:55 PM,Sunday,Auto,Bicycle,,MOUNT AUBURN ST,HOLYOKE ST," MOUNT AUBURN ST & HOLYOKE ST Cambridge, MA",42.37197,-71.118574,"(42.37197, -71.118574)"
31079,7/31/12 2:29 PM,Tuesday,Auto,Bicycle,120,Massachusetts Ave,,"120 Massachusetts Ave Cambridge, MA",42.359768,-71.094767,"(42.359768, -71.094767)"
31080,7/31/12 5:28 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,REMINGTON ST," Massachusetts Ave & REMINGTON ST Cambridge, MA",42.370822,-71.113887,"(42.370822, -71.113887)"
31091,8/2/12 9:00 AM,Tuesday,Auto,Bicycle,,MOUNT AUBURN ST,MEMORIAL DR," MOUNT AUBURN ST & MEMORIAL DR Cambridge, MA",42.386721,-71.14101,"(42.386721, -71.14101)"
31094,8/3/12 9:59 AM,Friday,Bus (Other),Bicycle,65,Landsdowne St,,"65 Landsdowne St Cambridge, MA",42.360615,-71.100335,"(42.360615, -71.100335)"
31099,8/4/12 11:29 AM,Saturday,Auto,Bicycle,,FIRST ST,Charles St," FIRST ST & Charles St Cambridge, MA",42.367229,-71.077734,"(42.367229, -71.077734)"
31104,8/5/12 9:00 PM,Sunday,Auto,Bicycle,,Sparks St,Brattle St," Sparks St & Brattle St Cambridge, MA",42.377845,-71.130167,"(42.377845, -71.130167)"
31108,8/6/12 4:09 PM,Monday,Auto,Bicycle,1651,Massachusetts Ave,,"1651 Massachusetts Ave Cambridge, MA",42.381442,-71.119433,"(42.381442, -71.119433)"
31113,8/7/12 4:53 PM,Tuesday,Auto,Bicycle,,Broadway,Inman St," Broadway & Inman St Cambridge, MA",42.370072,-71.102933,"(42.370072, -71.102933)"
31120,8/7/12 10:44 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,," Massachusetts Ave &  Cambridge, MA",,,
31128,8/9/12 5:25 PM,Thursday,Auto,Bicycle,,MAIN ST,Windsor St," MAIN ST & Windsor St Cambridge, MA",42.363207,-71.0967,"(42.363207, -71.0967)"
31136,8/10/12 5:49 PM,Friday,Auto,Bicycle,,HURON AVE,RESERVOIR ST," HURON AVE & RESERVOIR ST Cambridge, MA",42.381423,-71.135808,"(42.381423, -71.135808)"
31143,8/13/12 9:18 AM,Monday,Auto,Bicycle,,Massachusetts Ave,Shepard St," Massachusetts Ave & Shepard St Cambridge, MA",42.381853,-71.119723,"(42.381853, -71.119723)"
31146,8/14/12 3:10 PM,Tuesday,Auto,Bicycle,,GREEN ST,Bay St," GREEN ST & Bay St Cambridge, MA",42.368307,-71.110738,"(42.368307, -71.110738)"
31147,8/9/12 12:30 PM,Tuesday,Auto,Bicycle,,Concord Ave,," Concord Ave &  Cambridge, MA",,,
31159,8/15/12 7:44 PM,Wednesday,Auto,Bicycle,,Massachusetts Ave,PROSPECT ST," Massachusetts Ave & PROSPECT ST Cambridge, MA",42.365574,-71.103991,"(42.365574, -71.103991)"
31165,8/17/12 8:00 PM,Friday,Auto,Bicycle,711,HURON AVE,,"711 HURON AVE Cambridge, MA",42.381331,-71.15475,"(42.381331, -71.15475)"
31169,8/20/12 8:29 AM,Monday,Auto,Bicycle,,Massachusetts Ave,EXETER PARK," Massachusetts Ave & EXETER PARK Cambridge, MA",42.384803,-71.119405,"(42.384803, -71.119405)"
31176,8/20/12 6:11 PM,Monday,Auto,Bicycle,,Cambridge St,ELLERY ST," Cambridge St & ELLERY ST Cambridge, MA",42.374698,-71.108336,"(42.374698, -71.108336)"
31177,8/21/12 10:56 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,MEMORIAL DR," Massachusetts Ave & MEMORIAL DR Cambridge, MA",42.357364,-71.092567,"(42.357364, -71.092567)"
31183,8/22/12 10:30 AM,Wednesday,Auto,Bicycle,438,Massachusetts Ave,,"438 Massachusetts Ave Cambridge, MA",42.363518,-71.100859,"(42.363518, -71.100859)"
31185,8/22/12 2:29 PM,Wednesday,Auto,Bicycle,165,Hampshire St,,"165 Hampshire St Cambridge, MA",42.371856,-71.098366,"(42.371856, -71.098366)"
31186,8/22/12 11:16 PM,Wednesday,Taxi,Bicycle,,Putnam Ave,Western Ave," Putnam Ave & Western Ave Cambridge, MA",42.364484,-71.113893,"(42.364484, -71.113893)"
31196,8/27/12 8:00 AM,Monday,Auto,Bicycle,,Cambridge St,SUMNER RD," Cambridge St & SUMNER RD Cambridge, MA",42.375266,-71.112729,"(42.375266, -71.112729)"
31198,8/27/12 9:34 AM,Monday,Auto,Bicycle,,Massachusetts Ave,HANCOCK ST," Massachusetts Ave & HANCOCK ST Cambridge, MA",42.36838,-71.108783,"(42.36838, -71.108783)"
31201,8/28/12 9:17 AM,Tuesday,Truck,Bicycle,,MASON ST,Albany St," MASON ST & Albany St Cambridge, MA",,,
31223,9/1/12 2:15 PM,Saturday,Auto,Bicycle,,Massachusetts Ave,HUDSON ST," Massachusetts Ave & HUDSON ST Cambridge, MA",42.382235,-71.119682,"(42.382235, -71.119682)"
31232,8/30/12 11:04 AM,Sunday,Taxi,Bicycle,,DIVINITY AVE,KIRKLAND ST," DIVINITY AVE & KIRKLAND ST Cambridge, MA",42.376694,-71.113814,"(42.376694, -71.113814)"
31239,9/5/12 7:32 AM,Wednesday,Auto,Bicycle,,Hampshire St,Portland St," Hampshire St & Portland St Cambridge, MA",42.366295,-71.091782,"(42.366295, -71.091782)"
31248,9/5/12 7:11 PM,Wednesday,Auto,Bicycle,,KIRKLAND ST,IRVING ST," KIRKLAND ST & IRVING ST Cambridge, MA",42.377363,-71.110643,"(42.377363, -71.110643)"
31252,9/7/12 12:00 PM,Friday,Auto,Bicycle,,MARION ST,JEFFERSON ST," MARION ST & JEFFERSON ST Cambridge, MA",42.373001,-71.088785,"(42.373001, -71.088785)"
31258,9/8/12 6:30 PM,Saturday,Auto,Bicycle,1668,Massachusetts Ave,,"1668 Massachusetts Ave Cambridge, MA",42.382011,-71.119891,"(42.382011, -71.119891)"
31267,9/7/12 7:30 AM,Friday,Auto,Bicycle,,Putnam Ave,Brookline St," Putnam Ave & Brookline St Cambridge, MA",42.357369,-71.108023,"(42.357369, -71.108023)"
31282,9/14/12 1:34 PM,Friday,Auto,Bicycle,141,PROSPECT ST,,"141 PROSPECT ST Cambridge, MA",42.368735,-71.10163,"(42.368735, -71.10163)"
31293,9/15/12 4:09 PM,Saturday,Auto,Bicycle,2055,Massachusetts Ave,,"2055 Massachusetts Ave Cambridge, MA",42.391393,-71.122276,"(42.391393, -71.122276)"
31294,9/15/12 10:38 AM,Saturday,Auto,Bicycle,,DOVER ST,Massachusetts Ave," DOVER ST & Massachusetts Ave Cambridge, MA",42.394524,-71.127012,"(42.394524, -71.127012)"
31296,9/18/12 7:44 AM,Tuesday,Auto,Bicycle,,MASON ST,STATE ST," MASON ST & STATE ST Cambridge, MA",,,
31304,9/18/12 8:51 PM,Tuesday,Auto,Bicycle,1035,Cambridge St,Columbia St,"1035 Cambridge St Cambridge, MA",42.373494,-71.093704,"(42.373494, -71.093704)"
31308,9/20/12 8:29 AM,Thursday,Auto,Bicycle,,Hampshire St,Portland St," Hampshire St & Portland St Cambridge, MA",42.366295,-71.091782,"(42.366295, -71.091782)"
31309,9/19/12 11:45 AM,Wednesday,Taxi,Bicycle,,Hampshire St,Norfolk St," Hampshire St & Norfolk St Cambridge, MA",42.371015,-71.09753,"(42.371015, -71.09753)"
31310,9/20/12 5:04 PM,Thursday,Auto,Bicycle,,Broadway,Ware St," Broadway & Ware St Cambridge, MA",42.373833,-71.112444,"(42.373833, -71.112444)"
31313,9/21/12 8:49 AM,Friday,Auto,Bicycle,211,Massachusetts Ave,,"211 Massachusetts Ave Cambridge, MA",42.361422,-71.096684,"(42.361422, -71.096684)"
31316,9/21/12 12:30 PM,Friday,Auto,Bicycle,,GARDEN CT,LINNAEAN ST," GARDEN CT & LINNAEAN ST Cambridge, MA",42.362705,-71.089949,"(42.362705, -71.089949)"
31328,9/23/12 11:29 PM,Sunday,Auto,Bicycle,,PROSPECT ST,Bishop Allen Dr," PROSPECT ST & Bishop Allen Dr Cambridge, MA",42.366343,-71.10316,"(42.366343, -71.10316)"
31330,9/24/12 1:15 PM,Monday,Auto,Bicycle,,Cardinal Medeiros Ave,PLYMOUTH ST," Cardinal Medeiros Ave & PLYMOUTH ST Cambridge, MA",42.368373,-71.090596,"(42.368373, -71.090596)"
31331,9/24/12 4:19 PM,Monday,Auto,Bicycle,1967,Massachusetts Ave,,"1967 Massachusetts Ave Cambridge, MA",42.390066,-71.120466,"(42.390066, -71.120466)"
31336,9/25/12 9:14 AM,Tuesday,Auto,Bicycle,,Hampshire St,ELM ST," Hampshire St & ELM ST Cambridge, MA",42.37048,-71.096879,"(42.37048, -71.096879)"
31337,9/20/12 8:48 PM,Thursday,Auto,Bicycle,100,Putnam Ave,,"100 Putnam Ave Cambridge, MA",42.367022,-71.113316,"(42.367022, -71.113316)"
31341,9/25/12 3:40 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Washburn Ave," Massachusetts Ave & Washburn Ave Cambridge, MA",42.398824,-71.131961,"(42.398824, -71.131961)"
31345,9/27/12 6:20 AM,Friday,Auto,Bicycle,,MOUNT AUBURN ST,Brattle St," MOUNT AUBURN ST & Brattle St Cambridge, MA",42.375282,-71.145695,"(42.375282, -71.145695)"
31362,9/17/12 9:49 AM,,Auto,Bicycle,,Massachusetts Ave,PEARL ST," Massachusetts Ave & PEARL ST Cambridge, MA",42.36471,-71.102567,"(42.36471, -71.102567)"
31363,9/24/12 11:29 PM,Friday,Auto,Bicycle,,PROSPECT ST,," PROSPECT ST &  Cambridge, MA",,,
31365,10/1/12 5:25 PM,Monday,Auto,Bicycle,438,Massachusetts Ave,,"438 Massachusetts Ave Cambridge, MA",42.363518,-71.100859,"(42.363518, -71.100859)"
31366,10/2/12 2:29 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Chauncy St," Massachusetts Ave & Chauncy St Cambridge, MA",42.379972,-71.119945,"(42.379972, -71.119945)"
31374,10/4/12 8:49 AM,Thursday,Auto,Bicycle,,MILL ST,PLYMPTON ST," MILL ST & PLYMPTON ST Cambridge, MA",42.37025,-71.117751,"(42.37025, -71.117751)"
31380,10/4/12 9:34 PM,Thursday,Auto,Bicycle,,Broadway,Hampshire St," Broadway & Hampshire St Cambridge, MA",42.365435,-71.091112,"(42.365435, -71.091112)"
31390,10/6/12 11:32 AM,Saturday,Auto,Bicycle,,Massachusetts Ave,," Massachusetts Ave &  Cambridge, MA",,,
31391,10/6/12 9:24 PM,Saturday,Auto,Bicycle,,Brookline St,Franklin St," Brookline St & Franklin St Cambridge, MA",42.362868,-71.102435,"(42.362868, -71.102435)"
31416,10/10/12 4:30 PM,Wednesday,Auto,Bicycle,,Concord Ave,SMITH PL," Concord Ave & SMITH PL Cambridge, MA",42.390113,-71.150662,"(42.390113, -71.150662)"
31420,10/11/12 11:32 AM,Thursday,Auto,Bicycle,33,OXFORD AVE,,"33 OXFORD AVE Cambridge, MA",42.376849,-71.156032,"(42.376849, -71.156032)"
31428,10/12/12 5:00 PM,Friday,Auto,Bicycle,,Massachusetts Ave,ESSEX ST," Massachusetts Ave & ESSEX ST Cambridge, MA",42.36508,-71.10318,"(42.36508, -71.10318)"
31432,10/14/12 10:12 AM,Sunday,Auto,Bicycle,,Hampshire St,," Hampshire St &  Cambridge, MA",,,
31433,10/14/12 5:29 PM,Sunday,Auto,Bicycle,1008,Cambridge St,Columbia St,"1008 Cambridge St Cambridge, MA",42.372725,-71.093866,"(42.372725, -71.093866)"
31440,10/17/12 5:46 PM,Wednesday,Auto,Bicycle,,Cambridge St,Windsor St," Cambridge St & Windsor St Cambridge, MA",42.37275,-71.093288,"(42.37275, -71.093288)"
31443,10/17/12 6:24 PM,Wednesday,Auto,Bicycle,,Hampshire St,ELM ST," Hampshire St & ELM ST Cambridge, MA",42.37048,-71.096879,"(42.37048, -71.096879)"
31446,10/18/12 3:59 PM,Thursday,Auto,Bicycle,,Banks St,MOUNT AUBURN ST," Banks St & MOUNT AUBURN ST Cambridge, MA",42.37049,-71.114464,"(42.37049, -71.114464)"
31456,10/20/12 2:49 PM,Sunday,Auto,Bicycle,1452,Cambridge St,,"1452 Cambridge St Cambridge, MA",42.373876,-71.102956,"(42.373876, -71.102956)"
31460,10/21/12 3:30 PM,Sunday,Auto,Bicycle,,Cambridge St,HIGHLAND AVE," Cambridge St & HIGHLAND AVE Cambridge, MA",42.374233,-71.104741,"(42.374233, -71.104741)"
31477,10/24/12 8:29 AM,Wednesday,Auto,Bicycle,,Massachusetts Ave,White St," Massachusetts Ave & White St Cambridge, MA",42.388676,-71.119242,"(42.388676, -71.119242)"
31479,10/25/12 9:34 AM,Thursday,Auto,Bicycle,,Cambridge St,FELTON ST," Cambridge St & FELTON ST Cambridge, MA",42.375202,-71.112233,"(42.375202, -71.112233)"
31482,10/25/12 1:57 PM,Thursday,Auto,Bicycle,,Tremont St,Hampshire St," Tremont St & Hampshire St Cambridge, MA",42.371501,-71.098121,"(42.371501, -71.098121)"
31483,10/25/12 8:38 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,STATE ST," Massachusetts Ave & STATE ST Cambridge, MA",42.362647,-71.099069,"(42.362647, -71.099069)"
31491,10/26/12 6:59 PM,Friday,Auto,Bicycle,,Cambridge St,FULKERSON ST," Cambridge St & FULKERSON ST Cambridge, MA",42.37192,-71.086872,"(42.37192, -71.086872)"
31501,10/30/12 7:30 PM,Tuesday,Auto,Bicycle,,JFK St,Winthrop Sq," JFK St & Winthrop Sq Cambridge, MA",42.372154,-71.120489,"(42.372154, -71.120489)"
31505,10/31/12 5:26 PM,Wednesday,Auto,Bicycle,,Massachusetts Ave,STATE ST," Massachusetts Ave & STATE ST Cambridge, MA",42.362647,-71.099069,"(42.362647, -71.099069)"
31517,11/2/12 3:00 PM,Friday,Auto,Bicycle,450,Massachusetts Ave,,"450 Massachusetts Ave Cambridge, MA",42.363476,-71.1011,"(42.363476, -71.1011)"
31531,11/5/12 6:26 PM,Monday,Auto,Bicycle,,Columbia St,Hampshire St," Columbia St & Hampshire St Cambridge, MA",42.369917,-71.096192,"(42.369917, -71.096192)"
